-1.35	6	43	0.47	1.2
-1.35	6	45	0.56	1.4
-1.35	6	45	0.56	1.5
-1.35	6	47	0.52	1.5
-1.35	6	48	0.47	1.2
-1.35	6	48	0.52	1.4
-1.35	6	49	0.47	1.6
-1.35	6	49	0.48	1.4
-1.35	6	50	0.48	1.4
-1.35	6	50	0.52	1.5
-1.35	6	51	0.56	2.1
-1.35	6	51	0.57	1.6
-1.35	6	52	0.52	1.4
-1.35	6	53	0.57	1.7
-1.35	6	53	0.57	1.8
-1.35	6	53	0.75	3.2
-1.35	6	54	0.72	2.8
-1.35	6	55	0.48	1.5
-1.35	6	55	0.62	1.8
-1.35	6	55	0.77	3.4
-1.35	6	56	0.48	1.6
-1.35	6	56	0.54	1.5
-1.35	6	56	0.54	1.7
-1.35	6	56	0.57	1.4
-1.35	6	56	0.57	1.9
-1.35	6	57	0.54	1.5
-1.35	6	57	0.54	2.1
-1.35	6	58	0.57	2.1
-1.35	6	58	0.57	2.3
-1.35	6	59	0.54	1.7
-1.35	6	59	0.62	2.1
-1.35	6	59	0.62	2.4
-1.35	6	59	0.68	1.9
-1.35	6	59	0.68	2.0
-1.35	6	60	0.50	1.8
-1.35	6	60	0.62	1.8
-1.35	6	60	0.62	2.3
-1.35	6	60	0.68	2.3
-1.35	6	61	0.59	1.9
-1.35	6	61	0.59	2.0
-1.35	6	61	0.62	1.7
-1.35	6	61	0.65	2.1
-1.35	6	61	0.65	2.2
-1.35	6	61	0.65	2.4
-1.35	6	61	0.68	1.9
-1.35	6	61	0.68	1.9
-1.35	6	61	0.68	2.0
-1.35	6	61	0.68	2.1
-1.35	6	61	0.68	2.2
-1.35	6	61	0.68	2.3
-1.35	6	61	0.89	3.3
-1.35	6	62	0.58	1.8
-1.35	6	62	0.59	1.9
-1.35	6	62	0.59	2.1
-1.35	6	62	0.59	2.4
-1.35	6	62	0.65	1.7
-1.35	6	62	0.65	2.0
-1.35	6	62	0.68	1.9
-1.35	6	62	0.68	2.0
-1.35	6	62	0.68	2.0
-1.35	6	62	0.68	2.1
-1.35	6	62	0.68	2.2
-1.35	6	62	0.74	2.6
-1.35	6	62	0.89	2.6
-1.35	6	63	0.36	1.0
-1.35	6	63	0.65	2.2
-1.35	6	63	0.65	2.4
-1.35	6	63	0.74	2.1
-1.35	6	63	0.74	2.2
-1.35	6	63	0.74	2.6
-1.35	6	63	0.80	2.9
-1.35	6	63	0.95	3.3
-1.35	6	64	0.56	1.6
-1.35	6	64	0.65	1.9
-1.35	6	64	0.65	2.1
-1.35	6	64	0.72	1.7
-1.35	6	64	0.72	2.0
-1.35	6	64	0.72	3.0
-1.35	6	64	0.89	2.5
-1.35	6	64	0.89	3.1
-1.35	6	64	0.89	3.2
-1.35	6	64	2.07	4.7
-1.35	6	65	0.59	2.2
-1.35	6	65	0.65	2.2
-1.35	6	65	0.65	2.2
-1.35	6	65	0.72	2.2
-1.35	6	65	0.80	2.3
-1.35	6	65	0.86	3.3
-1.35	6	65	0.95	3.2
-1.35	6	65	1.07	4.0
-1.35	6	65	1.30	4.4
-1.35	6	66	0.65	2.1
-1.35	6	66	0.72	1.7
-1.35	6	66	0.80	2.3
-1.35	6	66	0.80	2.7
-1.35	6	66	0.92	3.0
-1.35	6	66	1.04	3.9
-1.35	6	67	0.74	2.9
-1.35	6	67	0.77	2.4
-1.35	6	67	0.80	2.1
-1.35	6	67	0.80	2.3
-1.35	6	67	0.92	3.6
-1.35	6	67	1.13	3.9
-1.35	6	67	1.19	3.6
-1.35	6	68	0.65	2.0
-1.35	6	68	0.77	2.2
-1.35	6	68	0.82	2.9
-1.35	6	69	0.72	2.6
-1.35	6	70	0.90	3.1
-1.35	6	70	1.11	4.0
-1.35	6	70	1.13	3.9
-1.35	6	71	0.83	2.5
-1.35	6	74	0.48	1.5
-1.35	6	74	0.61	1.6
-1.35	6	74	0.63	1.8
-1.35	6	74	1.03	3.4
-1.35	6	76	0.40	1.3
-1.35	6	76	0.48	1.3
-1.35	6	76	0.48	1.6
-1.35	6	77	0.40	1.3
-1.35	6	77	0.47	1.3
-1.35	6	77	0.54	1.4
-1.35	6	77	0.61	1.8
-1.35	6	77	0.63	2.0
-1.35	6	77	0.69	2.1
-1.35	6	78	0.47	1.1
-1.35	6	78	0.61	1.6
-1.35	6	78	1.21	3.9
-1.35	6	79	0.40	0.9
-1.35	6	79	0.54	1.5
-1.35	6	79	0.61	2.1
-1.35	6	79	1.08	3.8
-1.35	6	80	0.47	1.2
-1.35	6	80	0.47	1.2
-1.35	6	80	0.54	1.4
-1.35	6	80	0.54	1.4
-1.35	6	80	0.54	1.4
-1.35	6	80	0.60	1.7
-1.35	6	80	0.61	1.8
-1.35	6	80	0.61	1.9
-1.35	6	80	0.87	3.1
-1.35	6	81	0.54	1.5
-1.35	6	81	0.54	1.7
-1.35	6	81	0.60	1.9
-1.35	6	81	0.60	2.0
-1.35	6	81	0.61	2.2
-1.35	6	81	0.68	2.0
-1.35	6	81	0.68	2.0
-1.35	6	81	0.88	3.0
-1.35	6	81	1.54	4.4
-1.35	6	82	0.47	1.3
-1.35	6	82	0.47	1.3
